0|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|(null)|1|(null)|(null)
1114|2530627|10.32.202.30|678682_10.34.215.23|10304|GigabitEthernet1/1/4|GigabitEthernet1/1/4@sjc22-31a-access1|Unknown|10000000|6|f0:f7:55:5c:f5:34|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1115|2530628|10.32.202.30|678682_10.34.215.23|10401|TenGigabitEthernet1/1/1|TenGigabitEthernet1/1/1@sjc22-31a-access1|Unknown|10000000|6|f0:f7:55:5c:f5:35|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1116|2530629|10.32.202.30|678682_10.34.215.23|10402|TenGigabitEthernet1/1/2|TenGigabitEthernet1/1/2@sjc22-31a-access1|Unknown|10000000|6|f0:f7:55:5c:f5:36|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1117|2530630|10.32.202.30|678682_10.34.215.23|10601|GigabitEthernet2/0/1|GigabitEthernet2/0/1@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:01|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1118|2530631|10.32.202.30|678682_10.34.215.23|10602|GigabitEthernet2/0/2|GigabitEthernet2/0/2@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:02|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1119|2530632|10.32.202.30|678682_10.34.215.23|10603|GigabitEthernet2/0/3|GigabitEthernet2/0/3@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:03|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1120|2530633|10.32.202.30|678682_10.34.215.23|10604|GigabitEthernet2/0/4|GigabitEthernet2/0/4@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:04|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1121|2530634|10.32.202.30|678682_10.34.215.23|10605|GigabitEthernet2/0/5|GigabitEthernet2/0/5@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:05|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1122|2530635|10.32.202.30|678682_10.34.215.23|10606|GigabitEthernet2/0/6|GigabitEthernet2/0/6@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:06|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1123|2530636|10.32.202.30|678682_10.34.215.23|10607|GigabitEthernet2/0/7|GigabitEthernet2/0/7@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:07|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1124|2530637|10.32.202.30|678682_10.34.215.23|10608|GigabitEthernet2/0/8|GigabitEthernet2/0/8@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:08|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1125|2530638|10.32.202.30|678682_10.34.215.23|10609|GigabitEthernet2/0/9|GigabitEthernet2/0/9@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:09|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1126|2530639|10.32.202.30|678682_10.34.215.23|10610|GigabitEthernet2/0/10|GigabitEthernet2/0/10@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:0a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1127|2530640|10.32.202.30|678682_10.34.215.23|10611|GigabitEthernet2/0/11|GigabitEthernet2/0/11@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:0b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1128|2530641|10.32.202.30|678682_10.34.215.23|10612|GigabitEthernet2/0/12|GigabitEthernet2/0/12@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:0c|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1129|2530642|10.32.202.30|678682_10.34.215.23|10613|GigabitEthernet2/0/13|GigabitEthernet2/0/13@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:0d|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1130|2530643|10.32.202.30|678682_10.34.215.23|10614|GigabitEthernet2/0/14|GigabitEthernet2/0/14@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:0e|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1131|2530644|10.32.202.30|678682_10.34.215.23|10615|GigabitEthernet2/0/15|GigabitEthernet2/0/15@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:0f|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1132|2530645|10.32.202.30|678682_10.34.215.23|10616|GigabitEthernet2/0/16|GigabitEthernet2/0/16@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:10|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1133|2530646|10.32.202.30|678682_10.34.215.23|10617|GigabitEthernet2/0/17|GigabitEthernet2/0/17@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:11|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1134|2530647|10.32.202.30|678682_10.34.215.23|10618|GigabitEthernet2/0/18|GigabitEthernet2/0/18@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:12|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1135|2530648|10.32.202.30|678682_10.34.215.23|10619|GigabitEthernet2/0/19|GigabitEthernet2/0/19@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:13|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1136|2530649|10.32.202.30|678682_10.34.215.23|10620|GigabitEthernet2/0/20|GigabitEthernet2/0/20@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:14|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1137|2530650|10.32.202.30|678682_10.34.215.23|10621|GigabitEthernet2/0/21|GigabitEthernet2/0/21@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:15|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1138|2530651|10.32.202.30|678682_10.34.215.23|10622|GigabitEthernet2/0/22|GigabitEthernet2/0/22@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:16|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1139|2530652|10.32.202.30|678682_10.34.215.23|10623|GigabitEthernet2/0/23|GigabitEthernet2/0/23@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:17|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1140|2530653|10.32.202.30|678682_10.34.215.23|10624|GigabitEthernet2/0/24|GigabitEthernet2/0/24@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:18|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1141|2530654|10.32.202.30|678682_10.34.215.23|10625|GigabitEthernet2/0/25|GigabitEthernet2/0/25@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:19|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1142|2530655|10.32.202.30|678682_10.34.215.23|10626|GigabitEthernet2/0/26|GigabitEthernet2/0/26@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:1a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1143|2530656|10.32.202.30|678682_10.34.215.23|10627|GigabitEthernet2/0/27|GigabitEthernet2/0/27@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:1b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1144|2530657|10.32.202.30|678682_10.34.215.23|10628|GigabitEthernet2/0/28|GigabitEthernet2/0/28@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:1c|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1145|2530658|10.32.202.30|678682_10.34.215.23|10629|GigabitEthernet2/0/29|GigabitEthernet2/0/29@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:1d|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1146|2530659|10.32.202.30|678682_10.34.215.23|10630|GigabitEthernet2/0/30|GigabitEthernet2/0/30@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:1e|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1147|2530660|10.32.202.30|678682_10.34.215.23|10631|GigabitEthernet2/0/31|GigabitEthernet2/0/31@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:1f|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1148|2530661|10.32.202.30|678682_10.34.215.23|10632|GigabitEthernet2/0/32|GigabitEthernet2/0/32@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:20|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1149|2530662|10.32.202.30|678682_10.34.215.23|10633|GigabitEthernet2/0/33|GigabitEthernet2/0/33@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:21|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1150|2530663|10.32.202.30|678682_10.34.215.23|10634|GigabitEthernet2/0/34|GigabitEthernet2/0/34@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:22|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1151|2530664|10.32.202.30|678682_10.34.215.23|10635|GigabitEthernet2/0/35|GigabitEthernet2/0/35@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:23|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1152|2530665|10.32.202.30|678682_10.34.215.23|10636|GigabitEthernet2/0/36|GigabitEthernet2/0/36@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:24|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1153|2530666|10.32.202.30|678682_10.34.215.23|10637|GigabitEthernet2/0/37|GigabitEthernet2/0/37@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:25|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1154|2530667|10.32.202.30|678682_10.34.215.23|10638|GigabitEthernet2/0/38|GigabitEthernet2/0/38@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:26|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1155|2530668|10.32.202.30|678682_10.34.215.23|10639|GigabitEthernet2/0/39|GigabitEthernet2/0/39@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:27|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1156|2530669|10.32.202.30|678682_10.34.215.23|10640|GigabitEthernet2/0/40|GigabitEthernet2/0/40@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:28|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1157|2530670|10.32.202.30|678682_10.34.215.23|10641|GigabitEthernet2/0/41|GigabitEthernet2/0/41@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:29|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1158|2530671|10.32.202.30|678682_10.34.215.23|10642|GigabitEthernet2/0/42|GigabitEthernet2/0/42@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:2a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1159|2530672|10.32.202.30|678682_10.34.215.23|10643|GigabitEthernet2/0/43|GigabitEthernet2/0/43@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:2b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1160|2530673|10.32.202.30|678682_10.34.215.23|10644|GigabitEthernet2/0/44|GigabitEthernet2/0/44@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:2c|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1161|2530674|10.32.202.30|678682_10.34.215.23|10645|GigabitEthernet2/0/45|GigabitEthernet2/0/45@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:2d|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1162|2530675|10.32.202.30|678682_10.34.215.23|10646|GigabitEthernet2/0/46|GigabitEthernet2/0/46@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:2e|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1163|2530676|10.32.202.30|678682_10.34.215.23|10647|GigabitEthernet2/0/47|GigabitEthernet2/0/47@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:2f|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1164|2530677|10.32.202.30|678682_10.34.215.23|10648|GigabitEthernet2/0/48|GigabitEthernet2/0/48@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:30|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1165|2530678|10.32.202.30|678682_10.34.215.23|10801|GigabitEthernet2/1/1|GigabitEthernet2/1/1@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:31|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1166|2530679|10.32.202.30|678682_10.34.215.23|10802|GigabitEthernet2/1/2|GigabitEthernet2/1/2@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:32|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1167|2530680|10.32.202.30|678682_10.34.215.23|10803|GigabitEthernet2/1/3|GigabitEthernet2/1/3@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:33|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1168|2530681|10.32.202.30|678682_10.34.215.23|10804|GigabitEthernet2/1/4|GigabitEthernet2/1/4@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:34|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1169|2530682|10.32.202.30|678682_10.34.215.23|10901|TenGigabitEthernet2/1/1|TenGigabitEthernet2/1/1@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:35|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1170|2530683|10.32.202.30|678682_10.34.215.23|10902|TenGigabitEthernet2/1/2|TenGigabitEthernet2/1/2@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:28:34:36|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1171|2530684|10.32.202.30|678682_10.34.215.23|11101|GigabitEthernet3/0/1|GigabitEthernet3/0/1@sjc22-31a-access1|AP TEST VLAN|10000000|6|50:57:a8:2b:64:01|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1172|2530685|10.32.202.30|678682_10.34.215.23|11102|GigabitEthernet3/0/2|GigabitEthernet3/0/2@sjc22-31a-access1|AP TEST VLAN|10000000|6|50:57:a8:2b:64:02|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1173|2530686|10.32.202.30|678682_10.34.215.23|11103|GigabitEthernet3/0/3|GigabitEthernet3/0/3@sjc22-31a-access1|AP TEST VLAN|10000000|6|50:57:a8:2b:64:03|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1174|2530687|10.32.202.30|678682_10.34.215.23|11104|GigabitEthernet3/0/4|GigabitEthernet3/0/4@sjc22-31a-access1|AP TEST VLAN|10000000|6|50:57:a8:2b:64:04|EthernetProtocolEndpoint|2|2|1|1899-12-31|2199-12-31
1175|2530688|10.32.202.30|678682_10.34.215.23|11105|GigabitEthernet3/0/5|GigabitEthernet3/0/5@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:05|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1176|2530689|10.32.202.30|678682_10.34.215.23|11106|GigabitEthernet3/0/6|GigabitEthernet3/0/6@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:06|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1178|2530691|10.32.202.30|678682_10.34.215.23|11108|GigabitEthernet3/0/8|GigabitEthernet3/0/8@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:08|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1179|2530692|10.32.202.30|678682_10.34.215.23|11109|GigabitEthernet3/0/9|GigabitEthernet3/0/9@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:09|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1180|2530693|10.32.202.30|678682_10.34.215.23|11110|GigabitEthernet3/0/10|GigabitEthernet3/0/10@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:0a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1181|2530694|10.32.202.30|678682_10.34.215.23|11111|GigabitEthernet3/0/11|GigabitEthernet3/0/11@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:0b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1182|2530695|10.32.202.30|678682_10.34.215.23|11112|GigabitEthernet3/0/12|GigabitEthernet3/0/12@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:0c|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1183|2530696|10.32.202.30|678682_10.34.215.23|11113|GigabitEthernet3/0/13|GigabitEthernet3/0/13@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:0d|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1184|2530697|10.32.202.30|678682_10.34.215.23|11114|GigabitEthernet3/0/14|GigabitEthernet3/0/14@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:0e|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1185|2530698|10.32.202.30|678682_10.34.215.23|11115|GigabitEthernet3/0/15|GigabitEthernet3/0/15@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:0f|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1186|2530699|10.32.202.30|678682_10.34.215.23|11116|GigabitEthernet3/0/16|GigabitEthernet3/0/16@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:10|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1187|2530700|10.32.202.30|678682_10.34.215.23|11117|GigabitEthernet3/0/17|GigabitEthernet3/0/17@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:11|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1188|2530701|10.32.202.30|678682_10.34.215.23|11118|GigabitEthernet3/0/18|GigabitEthernet3/0/18@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:12|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1189|2530702|10.32.202.30|678682_10.34.215.23|11119|GigabitEthernet3/0/19|GigabitEthernet3/0/19@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:13|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1190|2530703|10.32.202.30|678682_10.34.215.23|11120|GigabitEthernet3/0/20|GigabitEthernet3/0/20@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:14|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1191|2530704|10.32.202.30|678682_10.34.215.23|11121|GigabitEthernet3/0/21|GigabitEthernet3/0/21@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:15|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1192|2530705|10.32.202.30|678682_10.34.215.23|11122|GigabitEthernet3/0/22|GigabitEthernet3/0/22@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:16|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1193|2530706|10.32.202.30|678682_10.34.215.23|11123|GigabitEthernet3/0/23|GigabitEthernet3/0/23@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:17|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1194|2530707|10.32.202.30|678682_10.34.215.23|11124|GigabitEthernet3/0/24|GigabitEthernet3/0/24@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:18|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1195|2530708|10.32.202.30|678682_10.34.215.23|11125|GigabitEthernet3/0/25|GigabitEthernet3/0/25@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:19|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1196|2530709|10.32.202.30|678682_10.34.215.23|11126|GigabitEthernet3/0/26|GigabitEthernet3/0/26@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:1a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1197|2530710|10.32.202.30|678682_10.34.215.23|11127|GigabitEthernet3/0/27|GigabitEthernet3/0/27@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:1b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1198|2530711|10.32.202.30|678682_10.34.215.23|11128|GigabitEthernet3/0/28|GigabitEthernet3/0/28@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:1c|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1199|2530712|10.32.202.30|678682_10.34.215.23|11129|GigabitEthernet3/0/29|GigabitEthernet3/0/29@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:1d|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1200|2530713|10.32.202.30|678682_10.34.215.23|11130|GigabitEthernet3/0/30|GigabitEthernet3/0/30@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:1e|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1201|2530714|10.32.202.30|678682_10.34.215.23|11131|GigabitEthernet3/0/31|GigabitEthernet3/0/31@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:1f|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1202|2530715|10.32.202.30|678682_10.34.215.23|11132|GigabitEthernet3/0/32|GigabitEthernet3/0/32@sjc22-31a-access1|Unknown|1000000000|6|50:57:a8:2b:64:20|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1203|2530716|10.32.202.30|678682_10.34.215.23|11133|GigabitEthernet3/0/33|GigabitEthernet3/0/33@sjc22-31a-access1|Unknown|100000000|6|50:57:a8:2b:64:21|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1204|2530717|10.32.202.30|678682_10.34.215.23|11134|GigabitEthernet3/0/34|GigabitEthernet3/0/34@sjc22-31a-access1|Unknown|1000000000|6|50:57:a8:2b:64:22|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1206|2530719|10.32.202.30|678682_10.34.215.23|11136|GigabitEthernet3/0/36|GigabitEthernet3/0/36@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:24|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1207|2530720|10.32.202.30|678682_10.34.215.23|11137|GigabitEthernet3/0/37|GigabitEthernet3/0/37@sjc22-31a-access1|Unknown|1000000000|6|50:57:a8:2b:64:25|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1208|2530721|10.32.202.30|678682_10.34.215.23|11138|GigabitEthernet3/0/38|GigabitEthernet3/0/38@sjc22-31a-access1|Unknown|1000000000|6|50:57:a8:2b:64:26|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1209|2530722|10.32.202.30|678682_10.34.215.23|11139|GigabitEthernet3/0/39|GigabitEthernet3/0/39@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:27|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1210|2530723|10.32.202.30|678682_10.34.215.23|11140|GigabitEthernet3/0/40|GigabitEthernet3/0/40@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:28|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1211|2530724|10.32.202.30|678682_10.34.215.23|11141|GigabitEthernet3/0/41|GigabitEthernet3/0/41@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:29|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1212|2530725|10.32.202.30|678682_10.34.215.23|11142|GigabitEthernet3/0/42|GigabitEthernet3/0/42@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:2a|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1213|2530726|10.32.202.30|678682_10.34.215.23|11143|GigabitEthernet3/0/43|GigabitEthernet3/0/43@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:2b|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1214|2530727|10.32.202.30|678682_10.34.215.23|11144|GigabitEthernet3/0/44|GigabitEthernet3/0/44@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:2c|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1215|2530728|10.32.202.30|678682_10.34.215.23|11145|GigabitEthernet3/0/45|GigabitEthernet3/0/45@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:2d|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1216|2530729|10.32.202.30|678682_10.34.215.23|11146|GigabitEthernet3/0/46|GigabitEthernet3/0/46@sjc22-31a-access1|"""Edison Mgt interface"""|1000000000|6|50:57:a8:2b:64:2e|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1217|2530730|10.32.202.30|678682_10.34.215.23|11147|GigabitEthernet3/0/47|GigabitEthernet3/0/47@sjc22-31a-access1|"""Edison Mgt interface"""|1000000000|6|50:57:a8:2b:64:2f|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1218|2530731|10.32.202.30|678682_10.34.215.23|11148|GigabitEthernet3/0/48|GigabitEthernet3/0/48@sjc22-31a-access1|"""Edison Mgt interface"""|1000000000|6|50:57:a8:2b:64:30|EthernetProtocolEndpoint|1|1|1|1899-12-31|2199-12-31
1219|2530732|10.32.202.30|678682_10.34.215.23|11301|GigabitEthernet3/1/1|GigabitEthernet3/1/1@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:31|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1220|2530733|10.32.202.30|678682_10.34.215.23|11302|GigabitEthernet3/1/2|GigabitEthernet3/1/2@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:32|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1221|2530734|10.32.202.30|678682_10.34.215.23|11303|GigabitEthernet3/1/3|GigabitEthernet3/1/3@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:33|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1222|2530735|10.32.202.30|678682_10.34.215.23|11304|GigabitEthernet3/1/4|GigabitEthernet3/1/4@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:34|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1223|2530736|10.32.202.30|678682_10.34.215.23|11401|TenGigabitEthernet3/1/1|TenGigabitEthernet3/1/1@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:35|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
1224|2530737|10.32.202.30|678682_10.34.215.23|11402|TenGigabitEthernet3/1/2|TenGigabitEthernet3/1/2@sjc22-31a-access1|Unknown|10000000|6|50:57:a8:2b:64:36|EthernetProtocolEndpoint|1|2|1|1899-12-31|2199-12-31
